Unnamed: 0,gender,age,internet_access,study_environment,sleep_hours,social_media_hours,math_score,reading_score,writing_score,science_score,final_exam_score,pass_fail,total_score,average
3827,Male,15,Yes,Noisy,7.59,3.4,55.4,52.7,54.3,62.8,58.3,Pass,357.8,59.63333333333333
4923,Female,15,Yes,Quiet,7.2,0.5,54.6,59.4,60.6,57.5,60.1,Pass,385.9,64.31666666666666
208,Female,18,Yes,Noisy,6.44,5.0,32.7,15.3,25.2,41.7,26.0,Fail,206.8,34.46666666666667
3254,Female,17,Yes,Quiet,5.63,1.8,37.4,37.2,51.8,42.7,42.7,Fail,292.4,48.73333333333333
2795,Female,18,No,Noisy,7.78,1.4,57.4,62.4,53.7,50.6,54.4,Pass,359.5,59.91666666666666
5106,Male,18,No,Quiet,7.83,2.4,57.2,53.4,38.5,52.8,51.2,Pass,341.79999999999995,56.96666666666666
9011,Male,17,Yes,Moderate,6.51,3.1,46.9,38.1,34.0,37.0,39.0,Fail,266.6,44.43333333333334
798,Male,17,Yes,Moderate,8.52,1.6,50.2,46.4,50.2,48.9,45.5,Fail,299.1,49.85
9105,Male,16,Yes,Moderate,5.42,0.5,45.2,45.9,50.8,53.5,45.9,Fail,298.79999999999995,49.79999999999999
734,Female,15,Yes,Moderate,6.84,0.0,54.8,62.0,49.4,62.0,56.1,Pass,340.1,56.68333333333334
2244,Female,17,Yes,Quiet,7.65,5.3,28.1,31.5,25.6,20.8,28.4,Fail,182.1,30.350000000000005
178,Male,17,Yes,Quiet,8.64,1.9,9.9,40.1,28.9,37.7,29.4,Fail,222.7,37.11666666666667
5830,Male,18,Yes,Quiet,7.52,0.9,68.6,45.4,54.7,62.2,56.7,Pass,387.6,64.6
7008,Female,15,Yes,Quiet,6.64,4.2,27.8,42.5,41.5,41.7,38.9,Fail,266.9,44.48333333333333
1174,Male,18,Yes,Quiet,6.75,1.9,85.9,69.9,74.4,73.2,74.1,Pass,442.9,73.81666666666666
6642,Male,16,Yes,Moderate,8.87,2.5,52.8,39.0,60.8,39.6,47.4,Fail,309.0,51.5
5848,Female,17,Yes,Noisy,7.37,1.5,61.3,73.1,62.9,52.6,60.9,Pass,389.69999999999993,64.94999999999999
1831,Male,16,Yes,Noisy,6.96,0.4,74.6,65.0,71.3,76.2,73.7,Pass,447.9,74.64999999999999
7995,Male,18,Yes,Moderate,7.3,2.7,57.2,58.0,64.8,49.4,55.7,Pass,374.2000000000001,62.366666666666674
9279,Male,17,Yes,Moderate,6.96,5.2,18.6,27.7,41.4,33.2,28.4,Fail,224.6,37.43333333333333
7897,Female,16,Yes,Noisy,7.42,2.8,69.5,58.3,54.4,61.4,57.8,Pass,385.5,64.25
8597,Male,18,Yes,Quiet,7.7,0.2,46.9,63.0,67.4,62.1,60.5,Pass,351.0,58.5
8522,Female,17,Yes,Moderate,8.27,3.1,37.6,64.0,52.1,62.7,52.5,Pass,310.9,51.81666666666666
198,Male,16,Yes,Moderate,7.71,0.7,56.9,59.0,56.5,69.9,58.1,Pass,362.4,60.400000000000006
7928,Female,15,Yes,Quiet,4.75,2.5,32.5,26.3,38.6,33.8,32.1,Fail,234.3,39.05
7076,Male,18,Yes,Quiet,6.86,1.6,40.0,52.2,43.9,34.0,43.1,Fail,288.79999999999995,48.133333333333326
9284,Male,16,Yes,Quiet,7.57,1.2,33.6,43.2,42.8,29.8,38.1,Fail,233.1,38.85
1097,Female,17,Yes,Moderate,7.58,2.2,58.5,50.0,65.9,42.4,54.0,Pass,327.5,54.583333333333336
548,Female,15,Yes,Noisy,7.37,3.8,57.1,26.8,42.9,34.6,41.0,Fail,273.4,45.56666666666666
6908,Male,15,Yes,Moderate,6.63,0.1,58.1,34.5,45.0,58.5,52.9,Pass,300.5,50.083333333333336
8229,Female,17,Yes,Moderate,5.83,4.4,37.3,33.2,24.4,45.1,34.5,Fail,242.3,40.38333333333333
4706,Female,18,Yes,Moderate,7.85,1.1,68.0,44.8,54.8,62.4,56.3,Pass,372.9,62.15
6912,Male,15,Yes,Moderate,5.11,2.0,54.4,61.4,61.0,65.8,59.2,Pass,383.7000000000001,63.95000000000001
3369,Male,15,Yes,Moderate,6.02,4.2,43.5,38.2,30.4,35.4,37.0,Fail,236.9,39.48333333333333
7583,Male,18,Yes,Noisy,7.37,3.7,49.4,60.7,50.0,59.6,55.8,Pass,343.5,57.25
2532,Female,16,Yes,Noisy,7.36,3.2,39.9,32.8,31.7,36.9,38.3,Fail,258.5,43.083333333333336
4055,Male,18,No,Quiet,6.41,2.6,30.6,48.2,48.2,46.0,43.9,Fail,289.2,48.2
2314,Male,17,Yes,Moderate,5.77,4.0,43.3,57.1,44.2,48.9,47.0,Fail,307.1,51.18333333333334
6653,Female,18,No,Moderate,7.9,2.6,47.8,53.0,48.0,70.8,56.2,Pass,360.0,60.0
6885,Male,18,Yes,Moderate,6.53,2.5,66.0,67.0,68.4,68.1,66.9,Pass,428.3,71.38333333333333
5937,Female,17,Yes,Moderate,7.86,2.9,58.7,59.4,69.3,68.1,64.4,Pass,411.8,68.63333333333333
2815,Female,16,Yes,Moderate,6.33,3.1,37.2,36.5,20.0,31.8,32.5,Fail,187.0,31.166666666666668
3437,Male,18,No,Noisy,6.33,1.7,68.4,56.4,60.1,56.7,60.8,Pass,359.40000000000003,59.900000000000006
3880,Female,16,Yes,Quiet,7.11,1.8,60.3,68.6,67.7,80.2,69.3,Pass,408.6,68.1
4157,Female,16,Yes,Noisy,6.59,3.8,36.1,56.7,44.1,50.7,47.9,Fail,304.8,50.8
66,Female,18,Yes,Moderate,6.91,4.5,47.8,40.3,45.4,39.9,45.4,Fail,290.9,48.48333333333333
7866,Male,17,Yes,Moderate,7.29,1.5,53.5,55.3,51.9,40.1,54.2,Pass,303.6,50.6
616,Male,16,Yes,Moderate,6.79,4.1,41.4,23.5,32.4,47.6,40.0,Fail,272.1,45.35
1118,Male,15,Yes,Moderate,7.21,2.3,56.2,52.4,52.2,49.6,51.1,Pass,322.4,53.73333333333333
3260,Female,17,Yes,Noisy,6.75,0.3,47.8,41.2,52.8,29.2,42.0,Fail,274.9,45.81666666666666
3401,Female,18,Yes,Quiet,7.4,1.8,76.7,83.6,61.0,69.1,73.0,Pass,442.0,73.66666666666667
3692,Male,16,Yes,Quiet,6.56,1.6,37.8,34.6,37.8,44.5,41.7,Fail,257.1,42.85
937,Male,15,Yes,Quiet,6.95,4.5,39.9,32.3,32.2,29.0,30.1,Fail,234.9,39.15
6604,Male,18,Yes,Moderate,7.38,4.5,35.9,24.2,33.9,25.9,29.1,Fail,223.5,37.25
2572,Male,15,Yes,Moderate,8.26,3.5,33.9,39.5,51.3,31.4,40.1,Fail,255.1,42.516666666666666
7536,Male,16,Yes,Moderate,8.38,1.9,54.6,68.2,51.2,42.5,53.4,Pass,323.0,53.833333333333336
6324,Female,17,Yes,Moderate,6.03,2.0,53.4,61.3,64.5,47.4,59.9,Pass,343.7,57.28333333333333
622,Male,15,Yes,Moderate,6.75,2.8,56.3,47.9,61.6,68.3,58.4,Pass,341.3999999999999,56.899999999999984
1681,Female,16,Yes,Noisy,7.07,3.3,68.3,67.1,65.6,78.9,69.8,Pass,449.7,74.95
2126,Male,15,Yes,Quiet,7.41,3.1,46.2,59.2,56.1,38.4,50.8,Pass,304.8,50.8
787,Female,17,No,Quiet,7.62,2.5,41.4,51.3,45.9,49.5,46.8,Fail,298.2,49.7
3332,Female,17,Yes,Quiet,5.63,3.9,61.6,53.0,51.4,56.9,53.8,Pass,371.1,61.85
7236,Male,17,Yes,Noisy,7.39,2.1,39.6,53.0,47.0,76.2,55.2,Pass,349.9,58.31666666666666
1092,Female,16,Yes,Quiet,7.66,3.5,69.4,68.7,78.4,66.2,71.5,Pass,440.50000000000006,73.41666666666667
9103,Male,17,Yes,Moderate,8.27,0.9,76.6,81.8,72.8,63.2,71.9,Pass,446.6,74.43333333333332
5020,Male,18,Yes,Noisy,6.4,0.0,49.8,56.7,49.6,43.3,47.7,Fail,310.7,51.78333333333333
9353,Male,18,Yes,Quiet,7.2,3.3,22.4,27.7,29.0,40.7,35.0,Fail,221.2,36.86666666666667
5944,Female,16,Yes,Noisy,7.49,1.7,43.0,41.4,49.2,43.6,43.4,Fail,273.0,45.5
3280,Female,16,Yes,Quiet,7.54,0.0,58.6,43.9,48.9,54.9,53.4,Pass,337.29999999999995,56.21666666666666
8186,Female,18,Yes,Moderate,7.61,2.0,40.3,42.1,37.6,46.4,40.2,Fail,278.8,46.46666666666667
2201,Female,17,Yes,Moderate,7.36,3.1,41.9,61.6,60.2,62.9,54.9,Pass,363.4,60.56666666666666
1160,Female,17,Yes,Moderate,6.57,1.1,65.4,52.1,51.0,66.0,56.3,Pass,367.2000000000001,61.20000000000001
5581,Male,15,Yes,Noisy,6.56,3.2,52.6,45.4,44.5,49.4,46.6,Fail,290.1,48.35
3592,Male,17,Yes,Moderate,7.15,0.0,47.5,58.8,55.2,46.9,53.3,Pass,337.29999999999995,56.21666666666666
3952,Female,17,Yes,Moderate,5.74,5.4,58.0,52.9,42.3,36.3,47.0,Fail,302.6,50.43333333333334
9691,Male,15,Yes,Quiet,5.93,1.3,63.1,62.4,62.4,53.3,62.3,Pass,381.0,63.5
6247,Female,18,Yes,Moderate,5.84,2.1,72.1,72.3,73.7,71.7,73.1,Pass,408.0,68.0
4153,Male,17,Yes,Moderate,6.43,0.5,70.0,69.8,66.7,66.8,69.6,Pass,394.0,65.66666666666667
478,Male,17,Yes,Moderate,7.58,2.1,65.2,75.0,65.7,67.7,68.8,Pass,396.8,66.13333333333333
1352,Male,16,Yes,Quiet,6.77,0.4,57.6,45.3,44.8,46.7,51.2,Pass,320.1,53.35
4309,Male,17,Yes,Noisy,6.91,1.2,39.1,44.3,37.1,35.6,36.6,Fail,244.4,40.73333333333333
5698,Male,18,Yes,Quiet,5.5,4.6,34.2,25.1,34.6,40.5,34.6,Fail,265.5,44.25
2647,Male,17,Yes,Noisy,4.85,4.1,87.4,79.2,78.3,90.8,85.6,Pass,510.50000000000006,85.08333333333334
8460,Female,16,Yes,Noisy,9.26,2.7,40.5,53.1,39.5,32.1,40.8,Fail,267.2,44.53333333333333
8198,Female,18,Yes,Moderate,6.03,0.2,54.5,61.5,60.4,59.0,58.7,Pass,375.1,62.51666666666667
7689,Male,18,Yes,Quiet,7.67,3.0,38.5,27.3,42.3,30.7,36.9,Fail,229.6,38.266666666666666
9257,Male,18,Yes,Moderate,6.18,0.0,48.6,64.0,59.3,65.9,62.1,Pass,365.3,60.883333333333326
2589,Male,16,Yes,Moderate,8.09,2.8,59.2,66.1,57.0,57.1,62.2,Pass,365.4,60.900000000000006
1033,Female,18,Yes,Noisy,7.55,3.4,70.0,74.0,71.7,60.2,69.5,Pass,424.6,70.76666666666667
4686,Male,17,Yes,Quiet,5.37,1.4,35.9,46.6,39.6,28.5,35.5,Fail,275.8,45.96666666666667
5011,Female,15,Yes,Moderate,8.27,0.6,57.9,55.2,56.4,56.8,56.2,Pass,336.3,56.05
2598,Male,16,Yes,Moderate,7.91,3.8,39.4,29.1,27.8,40.8,35.7,Fail,258.5,43.083333333333336
5819,Female,18,Yes,Noisy,6.08,2.3,44.4,42.2,34.3,48.7,44.4,Fail,272.3,45.38333333333333
4608,Female,18,No,Noisy,7.31,2.6,39.9,44.1,42.7,35.6,39.9,Fail,283.0,47.16666666666666
8470,Female,17,Yes,Noisy,6.95,1.6,63.1,46.4,56.0,69.5,62.8,Pass,369.0,61.5
9040,Female,16,Yes,Moderate,7.51,3.9,33.5,28.3,50.7,40.0,39.3,Fail,265.3,44.21666666666667
7450,Female,18,Yes,Quiet,7.46,2.6,47.2,53.3,47.3,47.9,48.4,Fail,316.20000000000005,52.70000000000001
4671,Male,18,Yes,Quiet,6.19,4.1,40.2,55.5,51.6,38.3,46.6,Fail,295.5,49.25
5583,Female,15,Yes,Quiet,6.48,2.8,52.5,80.8,57.0,69.7,62.9,Pass,369.3,61.54999999999999
3717,Female,17,Yes,Moderate,6.63,2.0,50.2,49.1,58.9,49.9,52.8,Pass,314.8,52.46666666666667
9327,Female,18,Yes,Noisy,7.82,2.4,39.2,55.8,44.7,61.9,51.5,Pass,318.5,53.083333333333336
3928,Male,17,No,Quiet,7.56,2.1,55.3,42.4,50.7,25.8,42.8,Fail,277.0,46.16666666666666
3617,Female,15,Yes,Quiet,6.83,1.3,56.7,52.8,55.9,46.9,52.7,Pass,343.4,57.23333333333333
1425,Female,15,Yes,Moderate,5.95,2.8,83.0,73.1,72.5,87.9,79.1,Pass,456.7000000000001,76.11666666666667
9378,Male,16,Yes,Quiet,5.56,3.5,26.3,18.5,39.2,24.9,28.4,Fail,217.8,36.3
2919,Female,15,Yes,Quiet,8.56,0.0,57.8,56.2,65.2,48.4,55.3,Pass,345.1,57.51666666666666
3819,Male,16,Yes,Quiet,7.7,2.5,57.4,52.7,46.2,47.0,52.4,Pass,321.5,53.583333333333336
1871,Male,17,Yes,Moderate,7.82,4.8,32.2,34.0,32.4,36.9,31.2,Fail,258.9,43.15
5487,Male,17,Yes,Quiet,5.85,3.3,54.5,41.4,53.0,55.4,51.3,Pass,328.70000000000005,54.78333333333334
480,Female,18,Yes,Quiet,6.68,2.9,36.7,32.9,49.4,35.5,40.5,Fail,264.3,44.05
5972,Male,17,Yes,Quiet,6.03,2.9,51.6,37.5,48.4,51.0,46.4,Fail,283.5,47.25
9600,Male,16,Yes,Quiet,6.93,2.4,51.2,61.7,59.9,63.6,59.6,Pass,368.2,61.36666666666667
2888,Male,17,Yes,Quiet,6.55,4.9,48.5,46.1,38.8,36.8,44.3,Fail,297.4,49.56666666666666
6686,Female,17,Yes,Noisy,6.64,2.3,38.0,44.2,42.6,38.3,40.5,Fail,251.90000000000003,41.98333333333334
6315,Female,16,Yes,Quiet,5.89,3.2,40.9,26.3,43.9,36.5,40.3,Fail,274.4,45.73333333333333
527,Female,17,Yes,Quiet,8.52,1.3,49.6,49.7,61.5,52.3,55.9,Pass,337.2,56.2
4129,Male,17,Yes,Quiet,7.82,1.3,52.2,51.5,38.3,36.7,45.8,Fail,286.7,47.78333333333333
722,Female,15,Yes,Moderate,8.65,2.2,50.6,62.4,46.0,64.1,57.6,Pass,363.5,60.583333333333336
5120,Female,18,Yes,Quiet,6.85,1.8,52.5,58.3,53.6,49.5,56.6,Pass,329.8,54.96666666666667
4722,Female,15,Yes,Moderate,5.51,2.9,67.1,69.6,74.2,77.2,68.0,Pass,435.1,72.51666666666667
220,Male,16,Yes,Quiet,6.8,2.7,26.3,35.2,39.2,37.2,33.2,Fail,225.90000000000003,37.650000000000006
9188,Female,15,No,Quiet,7.82,2.9,67.0,62.3,70.2,62.7,62.8,Pass,400.5,66.75
1935,Female,16,Yes,Moderate,7.71,2.2,64.2,60.7,62.8,73.9,61.0,Pass,402.8,67.13333333333334
344,Male,15,Yes,Quiet,8.2,3.2,67.0,49.2,58.6,51.7,58.1,Pass,350.20000000000005,58.366666666666674
8332,Male,15,No,Quiet,8.01,2.0,53.3,50.9,50.0,48.8,54.0,Pass,328.3,54.71666666666667
9674,Male,17,Yes,Moderate,6.29,0.9,76.1,81.2,75.6,83.3,79.5,Pass,477.3,79.55
4483,Female,18,Yes,Noisy,7.72,5.4,62.8,56.4,55.0,47.7,55.6,Pass,344.6,57.43333333333334
9706,Female,17,Yes,Moderate,7.38,3.6,51.2,55.7,60.7,53.6,58.0,Pass,348.50000000000006,58.08333333333334
8486,Female,16,Yes,Quiet,7.52,0.9,58.3,74.2,44.7,59.1,58.1,Pass,362.8,60.46666666666666
9216,Female,16,Yes,Moderate,6.08,0.0,70.2,69.9,60.7,78.5,69.5,Pass,404.3,67.38333333333334
6903,Male,15,Yes,Quiet,7.14,1.9,55.4,54.1,50.0,55.3,49.9,Fail,318.4,53.06666666666666
9154,Male,15,Yes,Moderate,6.98,2.7,36.9,48.0,56.1,48.7,47.5,Fail,326.4,54.4
5960,Male,17,Yes,Moderate,7.23,2.1,28.0,27.3,45.1,48.1,37.9,Fail,279.9,46.65
7034,Male,16,Yes,Moderate,7.59,1.4,42.0,46.2,55.0,37.9,46.5,Fail,309.3,51.55
6051,Male,16,Yes,Noisy,7.54,0.6,75.5,74.9,73.5,82.6,77.2,Pass,422.3,70.38333333333334
2391,Female,18,Yes,Noisy,7.36,3.7,59.0,61.8,61.1,58.5,58.5,Pass,369.3,61.54999999999999
7181,Male,18,Yes,Moderate,6.86,5.1,26.6,34.1,41.1,37.7,38.3,Fail,235.2,39.2
4328,Male,15,No,Quiet,7.06,3.2,71.8,42.0,56.1,62.9,59.5,Pass,355.40000000000003,59.23333333333334
6452,Female,16,Yes,Moderate,7.82,3.7,62.8,65.3,69.4,58.5,62.0,Pass,383.9,63.98333333333333
1983,Male,15,Yes,Noisy,6.62,0.9,47.8,46.9,49.0,51.6,49.1,Fail,322.9,53.81666666666666
8246,Female,15,Yes,Moderate,7.63,3.0,26.2,35.0,33.7,39.6,35.1,Fail,241.0,40.16666666666666
1554,Female,15,Yes,Quiet,7.54,1.4,45.7,49.6,49.0,44.9,46.4,Fail,302.40000000000003,50.400000000000006
4850,Male,18,Yes,Noisy,6.25,5.7,30.5,52.1,42.2,24.3,38.9,Fail,263.1,43.85
9095,Female,16,Yes,Moderate,7.76,0.1,71.1,53.2,59.9,60.1,60.9,Pass,380.2,63.36666666666667
9922,Female,15,Yes,Quiet,7.68,1.1,57.8,55.7,54.8,52.5,54.5,Pass,341.20000000000005,56.866666666666674
7532,Female,15,Yes,Moderate,6.59,0.0,44.0,40.1,56.8,61.1,52.5,Pass,334.4,55.73333333333333
6853,Male,17,Yes,Moderate,6.73,4.5,61.5,65.2,67.6,60.3,66.7,Pass,394.5,65.75
4641,Male,18,Yes,Quiet,7.96,3.2,36.3,44.0,39.5,44.3,45.5,Fail,256.9,42.81666666666666
2881,Male,16,Yes,Moderate,7.12,2.2,48.4,47.4,43.2,50.3,45.4,Fail,312.20000000000005,52.03333333333334
1677,Male,17,No,Noisy,6.6,6.2,30.1,22.8,25.8,25.9,27.0,Fail,217.4,36.23333333333333
4885,Male,16,Yes,Moderate,6.08,1.8,18.9,53.5,28.9,17.1,29.9,Fail,196.6,32.76666666666667
1964,Male,18,Yes,Noisy,7.81,3.1,30.5,34.1,45.8,33.1,36.1,Fail,251.1,41.85
901,Female,18,Yes,Moderate,6.94,2.7,73.5,80.1,68.7,80.7,77.5,Pass,467.2,77.86666666666666
7130,Male,17,Yes,Quiet,6.24,1.1,47.3,58.4,34.8,41.1,47.0,Fail,311.8,51.96666666666667
3068,Female,17,Yes,Moderate,6.02,3.9,35.0,23.2,35.3,45.6,36.1,Fail,222.0,37.0
2296,Male,17,Yes,Moderate,7.7,1.1,51.0,42.8,54.0,44.1,46.9,Fail,300.8,50.13333333333333
6237,Male,16,Yes,Moderate,7.32,1.1,48.7,55.3,46.8,43.8,50.4,Pass,321.0,53.5
5862,Male,15,Yes,Moderate,7.17,0.8,66.0,69.0,66.2,71.5,66.4,Pass,421.5,70.25
296,Female,15,Yes,Quiet,6.66,0.1,46.5,40.8,69.0,62.9,55.4,Pass,338.3,56.38333333333333
8778,Female,17,Yes,Quiet,8.09,3.4,54.5,53.1,60.8,60.9,57.1,Pass,363.2,60.53333333333333
57,Male,15,Yes,Quiet,6.15,3.5,31.5,26.4,43.2,15.3,32.1,Fail,225.5,37.583333333333336
7242,Male,17,No,Quiet,6.38,3.2,22.2,33.0,33.5,24.5,28.4,Fail,194.9,32.48333333333333
4385,Male,15,Yes,Quiet,6.4,2.6,63.4,46.2,60.1,56.6,59.4,Pass,358.79999999999995,59.79999999999999
2984,Female,16,Yes,Moderate,6.01,0.6,31.5,40.4,45.7,21.9,35.5,Fail,249.1,41.516666666666666
27,Female,17,Yes,Quiet,7.53,0.7,39.4,48.1,29.8,29.5,35.6,Fail,249.1,41.51666666666667
4407,Female,15,Yes,Moderate,4.86,3.1,49.5,39.3,58.0,22.0,41.5,Fail,292.8,48.8
9877,Female,18,Yes,Quiet,9.12,4.2,35.1,51.0,34.8,42.4,38.3,Fail,277.4,46.23333333333333
2676,Male,18,Yes,Quiet,6.08,1.5,29.4,39.7,40.7,42.1,40.1,Fail,259.0,43.16666666666666
8545,Female,18,Yes,Moderate,6.38,4.2,25.4,10.8,17.1,12.4,15.0,Fail,128.7,21.45
5262,Female,15,Yes,Moderate,6.8,1.8,68.0,68.2,67.1,47.9,61.6,Pass,390.2000000000001,65.03333333333335
5841,Male,17,Yes,Noisy,6.89,1.5,59.9,38.8,44.8,62.4,50.2,Pass,327.1,54.51666666666667
7021,Female,17,Yes,Quiet,7.47,0.8,53.6,47.0,53.1,46.5,50.1,Pass,309.1,51.51666666666666
3248,Male,18,Yes,Quiet,7.28,0.4,48.3,70.5,49.9,61.5,56.4,Pass,372.19999999999993,62.03333333333333
5667,Female,15,Yes,Noisy,7.03,2.3,47.6,51.6,54.1,61.6,59.1,Pass,320.0,53.333333333333336
3884,Female,15,Yes,Quiet,5.64,4.2,50.8,51.9,49.2,47.6,49.2,Fail,293.4,48.9
7663,Male,18,Yes,Moderate,8.42,0.0,40.5,42.1,35.8,58.5,46.3,Fail,323.2,53.86666666666667
295,Female,18,No,Quiet,6.74,1.4,52.0,59.9,49.9,49.0,54.5,Pass,308.3,51.38333333333333
3161,Male,17,Yes,Moderate,6.28,1.9,48.4,42.7,51.6,50.8,45.6,Fail,311.2,51.86666666666667
2580,Female,18,Yes,Moderate,7.4,0.0,38.8,37.4,52.3,34.5,38.9,Fail,283.7,47.28333333333333
3870,Female,15,Yes,Moderate,6.99,2.4,78.8,86.2,71.1,60.7,73.7,Pass,442.9,73.81666666666666
9210,Male,15,Yes,Quiet,7.27,3.9,34.5,25.6,16.4,36.1,31.2,Fail,220.7,36.78333333333333
4404,Female,16,Yes,Moderate,7.54,4.1,49.5,39.4,49.4,46.3,45.8,Fail,285.8,47.63333333333333
6952,Female,16,Yes,Quiet,6.93,1.0,69.5,59.3,79.3,73.0,70.4,Pass,435.1,72.51666666666667
648,Female,17,Yes,Quiet,8.08,0.5,53.2,57.3,51.3,40.9,48.1,Fail,311.8,51.96666666666667
1370,Male,17,Yes,Quiet,5.94,2.1,46.4,28.8,43.3,44.7,38.7,Fail,274.5,45.75
9855,Male,15,Yes,Noisy,6.6,0.0,63.7,59.8,58.8,44.3,54.6,Pass,334.80000000000007,55.80000000000001
6992,Male,18,Yes,Noisy,6.6,0.7,63.7,63.1,54.1,68.8,62.1,Pass,393.3,65.55
5532,Male,18,Yes,Quiet,8.14,1.1,28.4,38.4,44.3,31.5,32.1,Fail,216.4,36.06666666666666
9620,Female,18,Yes,Moderate,6.6,3.0,46.0,39.1,35.8,39.8,37.7,Fail,253.1,42.18333333333333
5708,Female,17,No,Noisy,5.05,3.1,33.5,25.7,21.6,28.1,28.1,Fail,188.2,31.366666666666664
4209,Female,17,Yes,Noisy,5.65,3.1,12.2,25.4,36.8,36.5,28.3,Fail,197.4,32.9
681,Male,17,Yes,Quiet,9.39,1.9,33.7,40.6,39.2,47.9,43.0,Fail,278.8,46.46666666666667
434,Female,17,No,Moderate,6.67,0.0,65.7,70.1,69.1,64.3,65.9,Pass,398.9,66.48333333333333
9309,Male,18,Yes,Quiet,6.23,2.2,79.7,75.9,82.5,73.9,77.6,Pass,471.0,78.5
4824,Male,18,Yes,Quiet,7.02,4.6,57.2,65.2,45.0,54.8,53.7,Pass,329.6,54.93333333333333
9761,Female,18,Yes,Noisy,8.05,2.5,52.3,56.2,47.5,37.8,47.1,Fail,296.8,49.46666666666667
3159,Male,17,No,Quiet,8.48,1.2,12.7,23.2,32.5,37.4,21.0,Fail,204.3,34.050000000000004
1489,Male,16,Yes,Quiet,6.65,1.7,29.4,39.3,31.7,41.4,36.2,Fail,267.0,44.5
2987,Male,15,Yes,Quiet,6.7,1.7,42.6,35.0,46.4,52.4,42.9,Fail,287.20000000000005,47.866666666666674
812,Male,18,Yes,Quiet,7.83,2.9,72.2,72.3,63.6,68.3,70.3,Pass,426.4,71.06666666666666
1882,Male,16,Yes,Quiet,6.11,3.1,29.4,29.1,31.9,24.7,29.6,Fail,195.3,32.550000000000004
9267,Male,15,Yes,Moderate,7.22,3.1,61.7,34.1,58.2,45.8,47.9,Fail,308.5,51.41666666666666
4936,Male,16,No,Moderate,8.08,3.4,62.1,51.2,67.8,36.7,56.2,Pass,354.3,59.05
9935,Female,16,Yes,Noisy,6.49,3.0,56.7,55.2,41.3,57.2,50.9,Pass,342.19999999999993,57.03333333333333
1940,Male,18,Yes,Moderate,6.22,3.5,53.8,52.5,45.6,42.7,47.0,Fail,303.8,50.63333333333333
3296,Female,17,Yes,Noisy,7.06,5.3,55.5,53.4,46.1,43.1,52.2,Pass,323.9,53.98333333333333
3534,Female,18,Yes,Quiet,6.59,4.0,60.7,61.1,64.2,60.8,62.7,Pass,389.0,64.83333333333333
4525,Female,16,Yes,Moderate,8.34,0.0,85.7,71.3,74.1,88.9,78.7,Pass,445.8,74.3
3729,Male,18,Yes,Quiet,8.18,3.6,40.6,39.9,52.1,54.7,47.0,Fail,292.7,48.78333333333333
7015,Male,18,Yes,Noisy,5.58,4.1,54.0,54.0,54.5,54.3,50.5,Pass,336.0,56.0
1612,Female,16,Yes,Moderate,6.17,2.1,46.9,28.6,35.2,39.4,36.5,Fail,244.2,40.7
1181,Female,18,Yes,Quiet,7.99,3.7,27.9,44.4,38.7,36.1,35.3,Fail,269.2,44.86666666666667
1375,Male,18,Yes,Moderate,6.76,1.9,38.7,51.3,49.6,48.6,45.4,Fail,300.3,50.05
9224,Male,18,Yes,Noisy,8.12,0.8,53.1,58.1,61.5,45.9,56.3,Pass,332.0,55.333333333333336
3946,Male,18,Yes,Moderate,8.01,3.9,37.7,38.3,42.2,34.9,39.0,Fail,284.0,47.333333333333336
7210,Male,18,No,Moderate,6.11,4.0,48.0,45.9,48.2,57.6,50.8,Pass,328.4,54.73333333333333
5211,Male,17,Yes,Moderate,7.76,3.7,41.0,44.7,49.4,45.3,41.7,Fail,299.19999999999993,49.86666666666665
63,Male,15,Yes,Moderate,7.0,0.0,53.5,47.3,42.4,44.4,46.6,Fail,294.4,49.06666666666666
626,Male,18,Yes,Quiet,6.8,2.4,48.5,48.4,47.8,50.7,48.9,Fail,281.0,46.833333333333336
4421,Male,16,No,Moderate,5.58,1.0,42.5,49.3,51.6,62.2,49.7,Fail,312.1,52.01666666666667
1669,Female,18,No,Moderate,6.02,2.6,54.7,66.6,47.4,25.8,51.6,Pass,301.0,50.16666666666666
2112,Female,15,Yes,Moderate,8.55,1.9,71.1,70.4,67.0,62.5,69.7,Pass,392.7,65.45
5804,Male,17,Yes,Noisy,6.92,1.9,70.3,80.7,79.3,65.7,75.8,Pass,445.3,74.21666666666667
9763,Male,16,Yes,Moderate,4.82,3.4,61.4,53.1,69.7,65.5,63.2,Pass,390.4,65.06666666666666
4032,Male,15,Yes,Quiet,5.15,2.2,39.3,46.6,34.3,34.9,38.8,Fail,266.1,44.35
6545,Male,15,Yes,Noisy,5.61,1.9,51.3,55.0,47.9,49.3,55.6,Pass,313.3,52.21666666666667
7948,Male,18,Yes,Moderate,7.36,1.6,57.7,50.4,32.0,44.5,48.2,Fail,324.8,54.13333333333333
84,Male,18,Yes,Noisy,6.87,2.7,45.8,57.9,52.2,53.4,47.4,Fail,309.7,51.61666666666667
9180,Male,16,Yes,Quiet,8.85,1.9,37.6,50.0,40.2,39.1,39.3,Fail,278.4,46.4
1462,Male,16,No,Noisy,7.11,0.3,49.1,38.6,53.9,49.0,45.3,Fail,294.2,49.03333333333333
2283,Female,16,Yes,Quiet,7.83,2.1,34.6,52.5,50.0,52.2,48.8,Fail,321.0,53.5
